Manufacturer,Year,Price (USD),MPG MIN,MPG MAX,Engine Volume (L),Mileage,Accidents or damage,Seller Rating,Seller Reviews Count,Car Rating,Car Reviews Count,Car Recommendation Rate,Car Comfort Rating,Car Interior Rating,Car Performance Rating,Car Value Rating,Car Exterior Rating,Car Reliability Rating
GMC,2019,"22,965",21,26,2,"64,509",0,,1,4.4,122,84,4.6,4.6,4.5,4.3,4.7,4.4
Dodge,2019,"18,998",17,25,,"76,445",0,,2,4.6,70,91,4.8,4.7,4.6,4.7,4.6,4.6
INFINITI,2014,"12,995",19,27,3.7,"128,539",1,4,498,4.4,141,85,4.6,4.6,4.7,4.3,4.8,4.3
Dodge,2019,"25,599",18,25,3.6,"47,897",1,,43,4.7,61,93,4.8,4.7,4.7,4.6,4.7,4.6
MINI,2014,"10,490",25,31,1.6,"106,885",0,,5,4.7,19,94,4.6,4.6,4.7,4.5,4.8,4.7
RAM,2022,"29,999",,,5.7,"39,973",0,,1,5,,,5,4,4,4,5,5
Ford,2021,"24,589",43,37,2.5,"33,136",0,,10,4.2,21,76,4.6,4.7,4.1,4.1,4.9,4.1
Chrysler,2020,"24,998",19,28,,"41,190",0,,2,4.6,67,89,4.9,4.8,4.5,4.5,4.8,4.5
Ford,2014,"13,217",40,36,2,"53,278",1,4.3,560,4.8,28,92,4.9,4.6,4.6,4.7,4.9,4.7
Plymouth,1965,"26,000",0,0,,"80,325",,2.2,284,,,,,,,,,
Hyundai,2024,"23,447",31,0,2,"2,322",0,4.9,623,5,2,100,4.5,5,4.5,4.5,5,5
Lexus,1999,"3,700",19,26,3,"156,947",0,4.6,,4.4,14,78,4.6,4.4,4.4,4.2,4.2,4.2
Jeep,2017,"9,500",22,31,,"92,877",1,,32,4.8,21,90,4.7,4.6,4.6,4.6,4.9,4.6
RAM,2022,"40,500",0,0,6.4,"34,316",0,4.6,,5,4,100,4.2,4.5,5,4.8,5,5
Honda,2017,"15,995",19,27,3.5,"144,799",1,,26,4.8,43,100,4.8,4.6,4.8,4.6,4.7,4.8
Kia,2019,"14,999",24,33,2.4,"106,875",0,,8,4.7,155,90,4.8,4.8,4.6,4.6,4.8,4.7
Nissan,2019,"19,902",20,27,3.5,"64,950",1,4.4,535,4.5,63,82,4.6,4.5,4.5,4.4,4.6,4.5
Hyundai,2021,"33,990",19,26,,"33,780",0,3.6,357,4.7,96,91,4.9,4.9,4.8,4.8,4.9,4.8
Jeep,2022,"24,599",22,30,2.4,"30,661",1,3.9,396,4,21,71,4.2,4.5,3.5,3.7,4.7,4.2
Ford,2021,"27,900",25,28,,"25,308",0,4.9,,4.5,72,87,4.6,4.6,4.5,4.5,4.7,4.6
Nissan,2022,"20,488",31,36,1.6,"27,427",0,4,674,4,5,80,4,3.8,3.4,3.8,4.6,4.4
GMC,2018,"25,994",15,20,6.2,"146,995",1,4.8,670,4.8,171,94,4.9,4.8,4.7,4.6,4.8,4.8
Ford,2013,"10,940",22,30,2,"89,059",1,4.8,654,3.9,478,70,4.2,4.1,4.1,3.8,4.4,3.8
Dodge,2021,"32,998",18,25,,"20,590",0,,11,4.6,30,86,4.9,4.8,4.6,4.3,4.8,4.7
BMW,2015,"10,999",22,33,,"107,332",1,4.5,86,4.9,14,100,4.9,4.9,4.6,4.8,4.8,4.8
Acura,2017,"18,371",19,27,3.5,"107,663",1,4.7,87,4.6,135,88,4.7,4.5,4.5,4.4,4.8,4.7
Hyundai,2024,"38,543",19,28,2.5,"2,380",0,4.6,,4.5,4,75,5,5,3.8,5,5,4.2
Volkswagen,2021,"22,894",21,24,2,"33,547",0,4.7,,4.6,11,90,4.7,4.5,4.4,4.5,4.5,4.5
BMW,2016,"13,966",22,34,2,"93,549",1,2.7,155,4.7,53,92,4.7,4.8,4.8,4.6,4.9,4.8
Mercedes-Benz,2016,"21,998",18,24,,"48,826",0,,4,4.8,11,90,4.9,4.9,4.7,4.1,4.8,4.7
Volkswagen,2022,"24,752",25,32,1.5,"15,510",0,4.9,,3.3,32,50,3.9,3.8,3.2,3.2,3.9,3.2
Nissan,2019,"22,494",24,26,2,"25,354",0,5,349,4.2,5,80,4,4.2,4,4,4.2,4.2
Dodge,2015,"8,226",22,35,2.4,"94,952",0,,21,4.2,115,77,4.3,4.4,4.1,4.1,4.4,4.1
Chevrolet,2023,"23,495",27,35,1.5,"34,285",0,3.9,129,5,2,100,5,5,5,5,5,5
Ford,2023,"30,999",40,33,2.5,"27,714",0,3.8,349,4.5,33,84,4.4,4.2,4.5,4.3,4.5,4.5
Jeep,2021,"23,000",18,24,3.2,"68,855",0,4.7,90,4.8,76,96,4.9,4.8,4.7,4.8,4.9,4.8
Volkswagen,2019,"24,998",17,24,,"61,309",0,,2,4.4,133,84,4.7,4.6,4.3,4.5,4.7,4.4
Nissan,2020,"16,495",24,26,2,"88,265",0,4.9,522,5,,,5,5,5,5,5,5
Jeep,2020,"26,956",18,25,3.6,"51,385",0,4.2,38,4.9,153,98,4.9,4.8,4.8,4.7,4.9,4.8
Hyundai,2017,"19,627",19,28,,"26,804",0,4.7,47,4.9,19,100,4.9,4.8,4.7,4.9,4.8,5
Dodge,2010,"24,997",0,0,6.7,"183,075",0,4.8,,4.6,24,95,4.7,4.4,4.8,4.5,4.8,4.5
Nissan,2021,"23,365",17,23,3.8,"66,074",1,4.6,,4.6,9,88,4.4,4.3,4.6,4.6,4.4,4.6
Jeep,2018,"17,589",18,25,3.6,"101,716",1,,10,4.8,402,94,4.8,4.8,4.8,4.6,4.8,4.7
Chevrolet,2012,"14,495",15,18,5.3,"95,045",1,5,5,4.5,102,88,4.5,4.3,4.4,4.2,4.5,4.4
Lexus,2023,"44,540",41,37,2.5,"32,311",0,4.4,808,2.7,3,33,4,3,3,2.7,3.3,3.7
BMW,2018,"14,999",23,0,2,"79,240",1,5,,5,2,100,5,5,5,5,5,5
Kia,2021,"23,990",27,37,1.6,"52,478",0,4.8,,4.5,75,86,4.7,4.7,4.5,4.5,4.7,4.5
Audi,2013,"39,000",,,2.5,"45,000",0,,,5,12,100,4.4,4.7,5,4.9,5,4.8
Chevrolet,1997,"8,999",0,0,,"128,694",0,,0,5,2,100,4,4,4.5,3,4,4.5
INFINITI,2019,"39,885",13,19,5.6,"22,862",0,,3,4.8,28,96,4.9,4.7,4.8,4.7,4.8,4.8
Lexus,2007,"10,995",19,27,4.6,"192,569",0,,22,4.8,73,94,4.9,4.8,4.9,4.7,4.8,4.9
RAM,2021,"29,488",15,21,5.7,"38,581",0,,13,5,11,100,5,5,4.9,5,5,5
Chevrolet,2014,"10,899",21,31,2.5,"128,669",1,4.8,,4.5,164,84,4.6,4.6,4.6,4.4,4.8,4.4
Toyota,2007,"6,990",25,31,2.4,"72,289",0,4.6,107,4.7,70,95,4.7,4.5,4.7,4.7,4.6,4.9
Chevrolet,2022,"39,950",18,22,2.8,"16,682",0,,17,4.2,14,85,4.4,4.4,4.1,4.3,4.9,4.4
Dodge,2021,"32,111",14,22,5.7,"66,479",0,,17,4.6,30,86,4.9,4.8,4.6,4.3,4.8,4.7
Toyota,2017,"17,791",23,30,2.5,"93,806",1,4.8,,4.8,595,95,4.8,4.7,4.7,4.7,4.8,4.9
Nissan,2020,"18,582",25,35,2.5,"51,982",0,5,,4.6,97,88,4.7,4.6,4.5,4.5,4.7,4.7
Ford,2018,"14,495",22,30,2,"101,169",0,4.5,240,4.8,39,97,4.5,4.5,4.8,4.6,4.7,4.7
Mazda,2012,"12,995",21,28,2.5,"53,733",0,1.2,30,4.6,52,90,4.2,4.3,4.4,4.7,4.6,4.7
Ford,2020,"19,980",21,28,2,"31,117",1,4.4,50,4.9,152,96,4.9,4.9,4.8,4.7,4.8,4.9
Ford,2014,"3,900",16,22,3.5,"144,729",0,,103,4.6,193,92,4.7,4.6,4.5,4.5,4.7,4.6
BMW,2015,"13,487",22,33,2,"92,500",1,2.7,155,4.8,110,96,4.7,4.7,4.8,4.5,4.8,4.7
Ford,2019,"15,356",22,28,1.5,"82,428",0,4.9,,4.7,272,91,4.7,4.7,4.6,4.6,4.7,4.7
Chevrolet,2013,"12,995",15,21,5.3,"173,905",1,,3,4.7,53,90,4.9,4.7,4.6,4.5,4.9,4.7
Nissan,2023,"27,000",20,27,3.5,"41,801",0,4.5,696,4.4,16,75,4.6,4.5,4.4,4.1,4.8,3.9
Kia,2023,"16,197",28,39,2,"60,872",0,4.5,237,4,23,78,3.9,4,4,4,4.2,4
Genesis,2017,"24,900",14,24,,"41,763",0,4.1,17,4.8,53,90,4.9,4.9,4.8,4.9,4.8,4.8
Ford,2018,"23,000",0,0,3.7,"98,903",1,4.7,238,4.1,9,77,4.2,4.1,4.2,4.4,4.1,4.1
Kia,2018,"21,765",17,25,3.3,"83,095",0,4.5,100,4.7,157,91,4.7,4.7,4.8,4.7,4.8,4.6
Ford,2019,"6,992",27,37,,"81,879",1,,14,4.7,77,89,4.5,4.5,4.5,4.6,4.5,4.8
Kia,2020,"16,694",19,26,,"99,879",0,,3,4.7,85,90,4.8,4.6,4.6,4.6,4.7,4.6
Mitsubishi,2015,"12,997",22,31,2.4,"61,624",1,,77,4.2,21,90,4.2,4.1,4.6,4.3,4.5,4.4
Nissan,2021,"37,994",15,20,5.6,"41,565",0,,2,4.1,19,73,4.5,4.4,4.3,4.2,4.5,4.4
Porsche,2006,"16,995",19,27,3.2,"77,361",1,4.7,807,4.8,43,95,4.4,4.6,4.8,4.4,4.9,4.6
Kia,2021,"16,986",,,2,"66,310",1,3.8,259,4.6,74,90,4.7,4.7,4.6,4.6,4.8,4.6
Nissan,2021,"25,797",25,32,2.5,"28,129",1,,18,4.5,111,82,4.7,4.7,4.4,4.3,4.7,4.4
Hyundai,2022,"25,599",24,29,2.5,"29,244",0,4.9,,4.2,58,72,4.7,4.6,4,4.2,4.5,4.1
Toyota,2023,"29,616",,,,"9,547",0,4.5,,4.5,2,100,5,4.5,4.5,4,5,5
BMW,2021,"21,998",25,29,2,"85,796",0,4.6,,4.8,30,93,4.8,4.7,4.8,4.5,4.8,4.6
Mazda,2021,"21,998",27,32,,"24,299",0,,12,5,2,100,4.5,4.5,5,5,5,5
Lincoln,2020,"24,279",22,29,2,"48,225",0,4.6,681,4.5,54,81,4.7,4.7,4.4,4.4,4.7,4.4
Ford,2017,"17,996",15,19,3.5,"121,873",0,,1,4.8,51,100,4.9,4.6,4.8,4.6,4.7,4.8
Kia,2009,"4,000",27,27,2.4,"150,659",0,,4,3.7,31,64,3.8,3.8,3.5,3.9,3.6,3.8
Audi,2022,"25,868",24,31,2,"44,698",0,4.6,567,5,,,5,5,5,4,5,5
GMC,2023,"26,955",22,27,3.6,"65,270",0,,30,4.4,7,71,4.4,4.4,4.3,4.3,4.3,4.3
Subaru,2013,"9,689",16,21,3.6,"146,297",0,4.5,913,5,,,5,5,5,5,5,5
Chevrolet,2017,"9,800",30,39,1.4,"100,264",1,4.8,8,4.8,421,94,4.7,4.7,4.7,4.7,4.8,4.8
Chevrolet,2016,"11,000",24,34,2.5,"124,674",1,,6,4.8,88,95,4.8,4.7,4.7,4.7,4.8,4.8
Porsche,2023,"39,997",19,25,2,"76,618",0,3.9,374,4,8,62,4.2,4,4.8,3.5,4.8,3.9
Lexus,2013,"29,495",12,17,5.7,"158,265",0,,4,4.9,16,100,4.9,4.7,4.5,4.6,4.8,5
Volkswagen,2019,"13,998",25,32,2,"120,598",0,3.9,52,4.8,24,95,4.6,4.7,4.9,4.8,4.8,4.8
Subaru,2015,"16,990",25,33,2.5,"73,615",0,,4,4.7,169,94,4.7,4.5,4.5,4.6,4.6,4.7
GMC,2019,"29,900",14,21,6.2,"140,757",0,,33,4.8,18,88,4.9,4.8,4.7,4.7,4.9,4.7
RAM,2019,"26,992",15,22,5.7,"53,018",1,4.7,506,4.6,486,88,4.8,4.8,4.6,4.4,4.8,4.5
Hyundai,2024,"21,264",31,40,2,"20,822",0,3.8,374,5,2,100,4.5,5,4.5,4.5,5,5
Cadillac,2009,"8,995",12,19,6.2,"207,714",0,,8,4.8,16,100,5,4.9,4.9,4.7,5,4.8
BMW,2021,"27,720",26,36,2,"48,283",0,4,184,5,13,100,4.8,4.8,4.9,4.8,4.9,4.8
BMW,2018,"20,997",24,34,2,"70,737",1,3.8,43,5,19,100,4.8,4.8,4.8,4.4,4.8,4.8
Tesla,2022,"33,999",,,,"24,212",0,4.6,878,3.7,17,64,3.7,4.1,4.5,3.7,4.2,3.6
Nissan,2018,"17,595",26,33,2.5,"56,529",1,,9,4.7,421,91,4.7,4.7,4.5,4.6,4.8,4.7
Volkswagen,2022,"23,000",21,28,2,"50,231",1,4.7,,3.2,16,43,3.9,4,3.2,3.3,4.2,3.4
Toyota,2016,"18,888",54,50,1.8,"57,292",1,5,276,4.8,99,97,4.7,4.7,4.7,4.8,4.7,4.9
Ford,2022,"41,362",17,23,3.5,"54,892",0,,2,1,,,3,4,5,4,3,5
Ford,2016,"10,997",21,30,2,"107,681",1,4.9,99,4.6,150,90,4.8,4.7,4.6,4.5,4.7,4.5
Nissan,2019,"11,500",,,1.8,"117,458",0,4,114,4.6,150,89,4.6,4.6,4.5,4.6,4.6,4.6
Nissan,2019,"31,800",15,21,5.6,"29,361",1,4.3,31,4.5,44,86,4.9,4.7,4.8,4.6,4.8,4.5
Lincoln,2013,"9,917",18,27,3.7,"89,759",1,,11,4.5,57,82,4.6,4.5,4.5,4.4,4.4,4.4
Nissan,2020,"14,999",24,26,2,"113,363",0,4.7,,5,,,5,5,5,5,5,5
Chevrolet,2022,"35,984",0,0,4.3,"25,142",0,4.5,675,,,,,,,,,
Buick,2016,"15,299",21,30,2,"49,995",1,4.1,108,4.6,44,93,4.7,4.7,4.8,4.7,4.8,4.8
Honda,2019,"20,983",55,49,1.5,"34,073",0,4.3,358,4.7,77,89,4.6,4.8,4.5,4.7,4.8,4.8
Chevrolet,2018,"18,995",,,4.3,"102,809",0,,3,4,,,4,4,4,4,5,5
Audi,2023,"30,995",22,29,2,"45,799",1,4.6,986,4.2,4,75,5,4.8,4.8,4.2,5,5
Subaru,2013,"9,500",,,3.6,"105,125",0,,,5,,,5,5,5,5,5,5
Cadillac,2018,"26,999",14,21,6.2,"114,871",1,4.9,,4.8,36,91,5,4.8,4.8,4.2,4.9,4.7
Kia,2024,"37,950",19,26,3.5,"7,925",0,3.5,85,3.6,5,60,4.6,4.4,3.8,4.2,4.4,3.8
Honda,2018,"21,988",18,26,3.5,"59,181",0,4.7,,4.7,226,90,4.7,4.6,4.6,4.5,4.6,4.7
Chevrolet,2020,"19,488",25,30,1.5,"17,772",0,,13,4.7,288,91,4.7,4.7,4.7,4.6,4.8,4.7
Ford,2024,"29,986",21,28,2,"20,245",0,4.6,19,3.5,4,50,3.5,3.5,3.2,3,3.5,3.8
Ford,2016,"26,995",0,0,3.5,"121,349",0,,30,4.4,7,85,4.6,4.4,4.6,4.4,4.4,4.4
Genesis,2020,"42,500",15,23,5,"28,000",0,4.4,,5,3,100,5,5,5,4,5,4.7
MINI,2024,"27,867",23,33,2,"24,791",0,4.8,,5,,,5,5,5,5,5,5
Toyota,2024,"25,992",,,1.8,"8,919",0,4.6,,4.5,4,75,4.8,4.5,4,4.8,4.8,4
Hyundai,2008,"6,994",16,23,3.8,"113,506",0,4,23,4.3,38,86,4.5,4.5,4.3,4.6,4.5,4.4
Jeep,2020,"19,295",19,27,3.2,"96,564",0,,31,4.8,155,96,4.8,4.8,4.8,4.7,4.8,4.8
Honda,2017,"10,411",26,32,,"215,232",0,4.7,445,4.8,811,93,4.8,4.8,4.7,4.7,4.8,4.8
Jeep,2017,"16,900",18,25,3.6,"118,238",1,,2,4.8,342,95,4.8,4.8,4.7,4.6,4.8,4.8
Honda,2021,"25,499",29,35,1.5,"43,706",0,4.8,862,4.8,47,91,4.9,4.9,4.8,4.9,4.9,4.8
INFINITI,2017,"16,700",17,24,3.7,"47,759",1,,12,4.7,73,91,4.8,4.5,4.7,4.5,4.7,4.7
Toyota,2014,"11,995",44,40,1.8,"131,928",0,,0,4.6,46,95,4.5,4.6,4.3,4.5,4.5,4.8
Lexus,2021,"37,950",22,28,2,"11,344",0,4.9,,4.8,24,95,4.8,4.7,4.8,4.7,4.8,4.8
Nissan,2017,"24,900",15,21,,"64,598",0,4.7,214,4.7,117,94,4.8,4.7,4.8,4.7,4.8,4.7
GMC,2005,"2,900",15,20,4.2,"186,170",1,4.4,184,4.2,20,80,4.5,4.2,4.3,4.2,4.3,4.3
Ford,2017,"11,900",38,38,2,"72,190",0,,17,5,44,97,4.9,4.8,4.9,4.9,4.7,4.8
Mercedes-Benz,2022,"38,500",22,30,2,"13,700",0,,20,5,5,100,4.8,5,4.8,4.8,4.8,5
Mercedes-Benz,2017,"34,700",17,23,3,"87,803",0,4.9,323,4.8,13,100,4.9,4.8,4.9,4.7,4.8,4.8
Buick,2022,"19,984",29,32,1.3,"23,279",0,,46,4.3,6,66,4.5,4.5,3.8,4.2,4.5,4.2
GMC,2021,"21,295",25,28,1.5,"78,973",0,,55,4.7,24,87,4.7,4.8,4.5,4.5,4.8,4.7
Chrysler,2022,"21,999",19,28,3.6,"68,123",0,4.3,258,,,,,,,,,
INFINITI,2009,"8,500",,,3.7,"123,000",1,,,4.8,106,99,4.7,4.7,4.9,4.7,4.8,4.8
GMC,2018,"28,900",20,28,2.8,"88,391",0,,,4.7,74,94,4.6,4.6,4.7,4.4,4.8,4.7
Subaru,2017,"20,779",25,32,2.5,"84,218",0,4.3,7,4.8,369,95,4.8,4.7,4.7,4.7,4.7,4.8
Hyundai,2024,"22,847",31,40,2,"24,044",0,4.2,,5,2,100,4.5,5,4.5,4.5,5,5
Cadillac,2017,"26,462",15,20,6.2,"99,860",1,4.7,831,4.9,14,92,4.9,4.9,4.9,4.4,5,5
Lexus,2010,"10,595",18,25,3.5,"175,255",0,4.8,37,4.4,16,93,4.3,4.4,4.6,4.6,4.6,4.5
Toyota,2024,"34,293",49,50,2,"3,497",0,4.8,205,4.8,5,100,5,4.8,5,4.4,5,4.6
Mercedes-Benz,1997,"19,500",,,3.2,"93,959",1,,,4.2,10,90,4.1,4.2,4.2,4.3,4.2,4.2
Lexus,2017,"26,550",20,27,3.5,"76,485",0,,13,4.6,268,89,4.8,4.7,4.6,4.5,4.7,4.7
Dodge,2023,"43,000",14,22,5.7,"4,374",0,4.2,736,5,2,100,5,4.5,5,5,5,5
Hyundai,2012,"7,595",27,37,1.6,"80,444",1,2.1,73,4.4,82,90,4.3,4.6,3.9,4.5,4.8,4.5
Buick,2023,"29,225",23,31,2,"12,391",0,4.8,375,4.2,17,82,4.1,4.5,3.8,3.8,4.6,4.3
Nissan,2021,"27,950",26,34,2.5,"49,395",0,4.9,,4.5,111,82,4.7,4.7,4.4,4.3,4.7,4.4
Mercedes-Benz,2020,"21,995",24,35,2,"102,373",0,,13,4.1,17,76,4.7,4.8,4.8,4.2,4.6,4.2
Mercedes-Benz,2021,"41,995",20,27,2,"40,046",0,4.5,468,5,,,5,4,5,4,4,4
GMC,2016,"25,350",22,22,5.3,"110,148",1,4.2,,4.6,95,90,4.7,4.5,4.5,4.3,4.7,4.6
Genesis,2018,"25,303",17,25,,"51,752",0,4.7,229,4.9,96,94,4.9,4.8,4.8,4.8,4.8,4.9
Mazda,2024,"34,399",24,30,2.5,"8,910",0,,0,4.5,2,100,5,5,5,5,5,4
Ford,2019,"30,300",16,22,3.5,"45,440",0,4.5,,4.8,114,95,4.8,4.8,4.8,4.7,4.9,4.8
RAM,2024,"40,957",20,25,5.7,"16,161",0,4.9,935,4.9,7,100,5,5,5,4.6,4.9,4.9
Volkswagen,2021,"22,989",21,27,2,"49,157",0,5,53,4.4,19,84,4.5,4.4,4.5,4.3,4.8,4.4
FIAT,2016,"10,997",21,30,2.4,"50,350",0,,15,4.4,61,90,4.5,4.6,4.3,4.5,4.7,4.5
Chevrolet,2020,"19,444",25,30,1.5,"69,696",0,4.6,958,4.7,288,91,4.7,4.7,4.7,4.6,4.8,4.7
Subaru,2020,"23,223",20,26,2.4,"82,161",0,4.9,636,4.7,86,93,4.8,4.8,4.7,4.7,4.8,4.7
BMW,2021,"42,990",25,32,3,"23,290",0,,1,5,5,100,5,5,5,4.8,5,4.8
Honda,2019,"24,550",19,28,3.5,"85,055",0,4.8,,4.4,137,83,4.8,4.6,4.5,4.3,4.6,4.4
Nissan,2020,"24,895",20,28,3.5,"59,082",0,4,86,4.8,79,96,4.9,4.8,4.9,4.7,4.9,4.8
Lexus,2023,"35,991",19,26,3.5,"11,140",0,3.8,,,,,,,,,,
Mercedes-Benz,2018,"44,800",20,29,3,"11,884",0,4.3,148,5,,,4,5,5,5,5,5
Tesla,2021,"34,000",,,,"33,196",0,5,760,3.2,26,50,3.8,3.9,4.1,3.4,4,3.5
Ford,2017,"18,987",15,19,3.5,"113,114",0,,57,4.8,51,100,4.9,4.6,4.8,4.6,4.7,4.8
Hyundai,2017,"9,977",28,35,1.6,"95,175",0,4.3,,4.4,64,84,4.4,4.5,4.3,4.4,4.6,4.4
Chevrolet,2008,"5,990",22,0,2.4,"102,531",1,4.6,28,4,101,81,3.9,3.8,4.1,4.2,4.1,4.1
Audi,2021,"39,777",20,28,3,"63,669",0,4.7,,5,2,100,5,5,5,5,5,4.5
Mercedes-Benz,2018,"24,059",17,23,3,"97,026",0,4.2,320,4.9,15,100,4.9,4.9,4.9,4.8,4.7,4.9
Toyota,2018,"18,999",54,50,1.8,"101,242",0,,273,4.9,83,98,4.8,4.7,4.8,4.8,4.7,5
Cadillac,2023,"40,998",18,25,3.6,"26,443",0,4.6,859,,,,,,,,,
Ford,2020,"35,887",17,23,3.5,"48,691",0,4.7,,4.7,31,87,4.8,4.6,4.6,4.4,4.7,4.6
Subaru,2012,"19,999",17,23,2.5,"71,844",1,4.5,64,4.6,17,88,4,4,4.8,4.5,4.8,4.5
Toyota,2020,"21,998",30,38,,"53,008",1,,3,4.8,18,100,4.9,4.9,4.9,4.8,4.9,5
Honda,2018,"12,500",31,36,1.5,"99,427",0,4.8,251,4.8,98,94,4.5,4.7,4.6,4.8,4.8,4.8
Hyundai,2024,"41,476",19,24,,"19,970",0,,143,4.4,9,77,4.8,4.8,4.2,4.3,4.4,4.1
Kia,2018,"11,411",25,30,,"91,657",0,4.7,445,4.9,413,97,4.8,4.8,4.7,4.8,4.8,4.9
Ford,2017,"22,000",15,19,3.5,"96,822",0,,,4.8,51,100,4.9,4.6,4.8,4.6,4.7,4.8
Jeep,2018,"25,800",17,23,3.6,"89,539",0,4.4,71,4.7,208,93,4.6,4.7,4.7,4.3,4.9,4.6
Cadillac,2020,"26,212",22,29,2,"38,454",0,,28,4.7,33,97,4.6,4.7,4.9,4.7,4.8,4.7
Chrysler,2015,"12,762",23,36,2.4,"75,231",0,4.8,,4.3,368,80,4.5,4.5,4.2,4.2,4.6,4.2
Chevrolet,2022,"27,998",,,,"2,384",0,,13,3.9,8,75,4.1,3.9,4.2,3.6,4,3.8
Buick,2022,"26,545",24,31,2,"42,509",0,,14,4.9,7,100,4.7,4.9,4.7,4.9,5,5
Lexus,1999,"3,299",19,26,3,"215,358",0,,47,4.4,14,78,4.6,4.4,4.4,4.2,4.2,4.2
Subaru,2019,"21,752",25,32,2.5,"66,120",0,4.6,,4.7,266,93,4.8,4.7,4.6,4.7,4.7,4.7
Jeep,2023,"37,380",0,0,2,"20,488",0,4,,4.4,8,87,4.2,4.1,4.4,4,4.6,4.4
Chevrolet,2016,"21,900",16,23,5.3,"128,669",0,,0,4.6,84,86,4.8,4.7,4.5,4.2,4.7,4.7
Hyundai,2009,"6,999",15,22,,"79,608",1,4.5,86,4.9,14,100,4.9,4.5,4.8,4.6,4.8,4.9
Jeep,2021,"19,427",21,29,1.3,"27,717",0,4.7,105,4.2,28,78,4.5,4.5,4.1,4,4.5,4.2
Mitsubishi,2015,"8,990",25,32,2,"104,600",1,,234,4.5,109,91,4.4,4.4,4.3,4.6,4.7,4.6
RAM,2021,"20,000",17,25,5.7,"80,953",0,4.8,88,5,11,100,5,5,4.9,5,5,5
Kia,2013,"8,428",18,24,3.5,"118,804",0,,53,4.1,159,78,4.1,4.2,4,4.1,4.3,4.1
Chevrolet,2022,"43,998",13,21,,"8,543",0,,3,4.4,7,85,4.6,4.4,4.9,4.6,4.6,4.4
Dodge,2021,"29,890",19,26,3.6,"33,735",0,4.3,,4.6,30,86,4.9,4.8,4.6,4.3,4.8,4.7
Chevrolet,2024,"36,995",16,26,3.6,"8,539",0,,12,4.7,3,100,4.3,4.7,5,4.3,5,4.3
Ford,2015,"23,595",0,0,3.7,"57,016",0,,2,3.9,7,71,4,4,4,3.9,4,3.7
Ford,2022,"29,413",,,2.5,"29,126",0,4.8,,4.8,5,100,5,4.6,4.6,4.6,4.8,5
Ford,2023,"28,395",21,28,2,"37,398",0,,1,4,2,50,5,5,4,3.5,5,3.5
Buick,2018,"19,990",17,25,3.6,"63,703",0,4.5,,4.7,89,86,4.6,4.7,4.7,4.4,4.8,4.8
Scion,2016,"5,900",33,42,1.5,"170,185",1,,31,4.2,33,81,3.9,4.2,3.9,4.3,4.2,4.3
Audi,2020,"24,000",22,28,2,"65,832",1,4.3,276,4.6,33,90,4.7,4.6,4.7,4.5,4.6,4.5
Cadillac,2024,"36,900",24,29,2,"13,534",0,3.6,71,4,3,66,4.7,4.3,4,4,5,4.3
GMC,2022,"39,998",17,20,5.3,"49,830",0,4.7,908,1,,,4,1,4,2,4,1
Ford,2022,"41,348",16,22,3.5,"66,014",0,4.6,,1,,,3,4,5,4,3,5
Chevrolet,2021,"20,000",26,30,1.3,"39,932",0,4.7,,4.6,98,87,4.7,4.8,4.7,4.7,4.9,4.6
Alfa,2015,"39,888",,,1.7,"101,000",0,,,4.9,8,100,3.2,4.4,4.9,4.9,5,4.6
Chevrolet,2021,"11,995",30,38,1.4,"62,003",1,4.5,718,4.4,19,89,3.8,4.1,4.1,4.7,4.4,4.5
Mazda,2024,"32,995",24,28,3.3,"29,176",0,4.5,632,4,11,54,4.2,4.2,3.8,3.5,4.6,4.1
Volvo,2018,"22,998",22,29,,"85,742",0,,2,4.7,111,93,4.9,4.9,4.6,4.6,4.9,4.8
Ford,2015,"11,988",22,34,2.5,"80,248",0,,59,4.5,183,89,4.6,4.5,4.4,4.4,4.7,4.4
Ford,2018,"37,988",0,0,3.7,"95,482",0,4,181,4.1,9,77,4.2,4.1,4.2,4.4,4.1,4.1
Volkswagen,2019,"15,300",25,36,2,"78,102",1,4.8,,4.2,22,81,4.5,4.5,4.3,4.5,4.4,4.3
Cadillac,2008,"5,495",15,23,4.6,"114,225",1,,,4.6,41,90,4.9,4.6,4.5,4.5,4.7,4.6
Cadillac,2016,"18,043",22,30,2,"29,479",0,2.7,188,4.6,45,93,4.8,4.6,4.8,4.6,4.9,4.6
Hyundai,2023,"27,448",22,25,2.5,"25,413",0,4.3,,4.5,15,93,4.9,4.9,4.5,4.6,4.7,4.5
Honda,2017,"15,987",27,36,2.4,"74,532",1,4.8,,4.8,577,95,4.8,4.8,4.8,4.8,4.8,4.9
Buick,2021,"34,000",17,25,3.6,"42,526",0,5,524,4.7,22,86,4.8,4.6,4.7,4.4,4.8,4.5
Toyota,2022,"27,178",20,23,2.7,"7,604",0,4.8,393,4.4,15,80,4.1,4.4,4.1,4.2,4.7,4.7
Kia,2024,"24,675",25,27,1.6,"8,233",0,4.5,463,4.8,12,100,4.6,4.8,4.6,4.9,4.9,5
Jaguar,2003,"15,500",18,26,4.2,"99,346",0,2.2,284,4.5,8,100,4.6,4.5,4.9,4.7,4.7,4.7
Toyota,2013,"32,992",17,20,4,"65,629",0,4.3,,4.8,33,100,4.5,4.5,4.7,4.6,4.9,4.8
